0.163 (+/-0.193) for {'activation': 'tanh', 'hidden_layer_sizes': 3, 'learning_rate': 'invscaling', 'learning_rate_init': 0.01, 'max_iter': 2500, 'solver': 'adam'}
0.286 (+/-0.636) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.01, 'max_iter': 5000, 'solver': 'adam'}
0.193 (+/-0.379) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.01, 'max_iter': 5000, 'solver': 'lbfgs'}
0.030 (+/-0.068) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.01, 'max_iter': 5000, 'solver': 'sgd'}
0.381 (+/-0.787) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.01, 'max_iter': 10000, 'solver': 'adam'}
0.147 (+/-0.275) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.01, 'max_iter': 10000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.01, 'max_iter': 10000, 'solver': 'sgd'}
0.051 (+/-0.182) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.05, 'max_iter': 2500, 'solver': 'adam'}
0.294 (+/-0.452) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.05, 'max_iter': 2500, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.05, 'max_iter': 2500, 'solver': 'sgd'}
0.038 (+/-0.152) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.05, 'max_iter': 5000, 'solver': 'adam'}
0.175 (+/-0.249) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.05, 'max_iter': 5000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.05, 'max_iter': 5000, 'solver': 'sgd'}
0.112 (+/-0.387) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.05, 'max_iter': 10000, 'solver': 'adam'}
0.353 (+/-0.465) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.05, 'max_iter': 10000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.05, 'max_iter': 10000, 'solver': 'sgd'}
0.021 (+/-0.051) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.1, 'max_iter': 2500, 'solver': 'adam'}
0.115 (+/-0.211) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.1, 'max_iter': 2500, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.1, 'max_iter': 2500, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.1, 'max_iter': 5000, 'solver': 'adam'}
0.217 (+/-0.332) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.1, 'max_iter': 5000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.1, 'max_iter': 5000, 'solver': 'sgd'}
0.021 (+/-0.051) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.1, 'max_iter': 10000, 'solver': 'adam'}
0.298 (+/-0.355) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.1, 'max_iter': 10000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.1, 'max_iter': 10000, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.15, 'max_iter': 2500, 'solver': 'adam'}
0.154 (+/-0.393) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.15, 'max_iter': 2500, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.15, 'max_iter': 2500, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.15, 'max_iter': 5000, 'solver': 'adam'}
0.172 (+/-0.201) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.15, 'max_iter': 5000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.15, 'max_iter': 5000, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.15, 'max_iter': 10000, 'solver': 'adam'}
0.286 (+/-0.400) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.15, 'max_iter': 10000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.15, 'max_iter': 10000, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.2, 'max_iter': 2500, 'solver': 'adam'}
0.302 (+/-0.408) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.2, 'max_iter': 2500, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.2, 'max_iter': 2500, 'solver': 'sgd'}
0.021 (+/-0.051) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.2, 'max_iter': 5000, 'solver': 'adam'}
0.219 (+/-0.503) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.2, 'max_iter': 5000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.2, 'max_iter': 5000, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.2, 'max_iter': 10000, 'solver': 'adam'}
0.236 (+/-0.556) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.2, 'max_iter': 10000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'invscaling', 'learning_rate_init': 0.2, 'max_iter': 10000, 'solver': 'sgd'}
0.532 (+/-0.601) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'max_iter': 2500, 'solver': 'adam'}
0.176 (+/-0.308) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'max_iter': 2500, 'solver': 'lbfgs'}
0.021 (+/-0.051) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'max_iter': 2500, 'solver': 'sgd'}
0.423 (+/-0.848) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'max_iter': 5000, 'solver': 'adam'}
0.154 (+/-0.362) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'max_iter': 5000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'max_iter': 5000, 'solver': 'sgd'}
0.393 (+/-0.659) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'max_iter': 10000, 'solver': 'adam'}
0.281 (+/-0.297) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'max_iter': 10000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.01, 'max_iter': 10000, 'solver': 'sgd'}
0.030 (+/-0.068) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.05, 'max_iter': 2500, 'solver': 'adam'}
0.246 (+/-0.459) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.05, 'max_iter': 2500, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.05, 'max_iter': 2500, 'solver': 'sgd'}
0.037 (+/-0.074) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.05, 'max_iter': 5000, 'solver': 'adam'}
0.218 (+/-0.276) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.05, 'max_iter': 5000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.05, 'max_iter': 5000, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.05, 'max_iter': 10000, 'solver': 'adam'}
0.231 (+/-0.414) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.05, 'max_iter': 10000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.05, 'max_iter': 10000, 'solver': 'sgd'}
0.021 (+/-0.051) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'max_iter': 2500, 'solver': 'adam'}
0.114 (+/-0.196) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'max_iter': 2500, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'max_iter': 2500, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'max_iter': 5000, 'solver': 'adam'}
0.199 (+/-0.387) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'max_iter': 5000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'max_iter': 5000, 'solver': 'sgd'}
0.021 (+/-0.051) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'max_iter': 10000, 'solver': 'adam'}
0.235 (+/-0.384) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'max_iter': 10000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.1, 'max_iter': 10000, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.15, 'max_iter': 2500, 'solver': 'adam'}
0.174 (+/-0.221) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.15, 'max_iter': 2500, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.15, 'max_iter': 2500, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.15, 'max_iter': 5000, 'solver': 'adam'}
0.155 (+/-0.265) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.15, 'max_iter': 5000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.15, 'max_iter': 5000, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.15, 'max_iter': 10000, 'solver': 'adam'}
0.081 (+/-0.129) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.15, 'max_iter': 10000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.15, 'max_iter': 10000, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.2, 'max_iter': 2500, 'solver': 'adam'}
0.232 (+/-0.359) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.2, 'max_iter': 2500, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.2, 'max_iter': 2500, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.2, 'max_iter': 5000, 'solver': 'adam'}
0.232 (+/-0.360) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.2, 'max_iter': 5000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.2, 'max_iter': 5000, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.2, 'max_iter': 10000, 'solver': 'adam'}
0.191 (+/-0.367) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.2, 'max_iter': 10000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'adaptive', 'learning_rate_init': 0.2, 'max_iter': 10000, 'solver': 'sgd'}
0.497 (+/-0.715) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 2500, 'solver': 'adam'}
0.141 (+/-0.464) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 2500, 'solver': 'lbfgs'}
0.021 (+/-0.051) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 2500, 'solver': 'sgd'}
0.572 (+/-0.634) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 5000, 'solver': 'adam'}
0.188 (+/-0.407) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 5000, 'solver': 'lbfgs'}
0.021 (+/-0.051) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 5000, 'solver': 'sgd'}
0.671 (+/-0.622) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 10000, 'solver': 'adam'}
0.158 (+/-0.315) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 10000, 'solver': 'lbfgs'}
0.021 (+/-0.051) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.01, 'max_iter': 10000, 'solver': 'sgd'}
0.071 (+/-0.210) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.05, 'max_iter': 2500, 'solver': 'adam'}
0.123 (+/-0.252) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.05, 'max_iter': 2500, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.05, 'max_iter': 2500, 'solver': 'sgd'}
0.069 (+/-0.336) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.05, 'max_iter': 5000, 'solver': 'adam'}
0.192 (+/-0.274) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.05, 'max_iter': 5000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.05, 'max_iter': 5000, 'solver': 'sgd'}
0.038 (+/-0.108) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.05, 'max_iter': 10000, 'solver': 'adam'}
0.106 (+/-0.118) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.05, 'max_iter': 10000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.05, 'max_iter': 10000, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'max_iter': 2500, 'solver': 'adam'}
0.207 (+/-0.347) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'max_iter': 2500, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'max_iter': 2500, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'max_iter': 5000, 'solver': 'adam'}
0.209 (+/-0.469) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'max_iter': 5000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'max_iter': 5000, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'max_iter': 10000, 'solver': 'adam'}
0.148 (+/-0.217) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'max_iter': 10000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.1, 'max_iter': 10000, 'solver': 'sgd'}
0.021 (+/-0.051) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.15, 'max_iter': 2500, 'solver': 'adam'}
0.224 (+/-0.389) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.15, 'max_iter': 2500, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.15, 'max_iter': 2500, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.15, 'max_iter': 5000, 'solver': 'adam'}
0.259 (+/-0.400) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.15, 'max_iter': 5000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.15, 'max_iter': 5000, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.15, 'max_iter': 10000, 'solver': 'adam'}
0.257 (+/-0.315) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.15, 'max_iter': 10000, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.15, 'max_iter': 10000, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.2, 'max_iter': 2500, 'solver': 'adam'}
0.132 (+/-0.255) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.2, 'max_iter': 2500, 'solver': 'lbfgs'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.2, 'max_iter': 2500, 'solver': 'sgd'}
0.013 (+/-0.000) for {'activation': 'relu', 'hidden_layer_sizes': 5, 'learning_rate': 'constant', 'learning_rate_init': 0.2, 'max_iter': 5000, 'solver': 'adam'}
